"Country","League","Season","Date","Time","","Home","Away","HG","AG","Res","PH","PD","PA"
"Argentina","Liga Profesional","2023","5/28/2023","20:30","","Defensa y Justicia","Racing Club","1","1","0","2.2","3.49","3.43"
"Argentina","Liga Profesional","2023","5/28/2023","20:30","","Talleres Cordoba","Argentinos Jrs","1","0","1","2.17","3.25","3.77"
"Argentina","Liga Profesional","2023","5/28/2023","23:00","","Boca Juniors","Tigre","1","0","1","2.04","3.31","4.14"
"Argentina","Liga Profesional","2023","5/29/2023","1:30","","Newells Old Boys","Godoy Cruz","2","0","1","2.19","2.96","4.17"
"Argentina","Liga Profesional","2023","5/29/2023","20:30","","Colon Santa Fe","Central Cordoba","2","2","0","2.11","3.38","3.8"
"Argentina","Liga Profesional","2023","5/29/2023","23:00","","Banfield","Rosario Central","2","0","1","2.16","3.17","3.91"
"Argentina","Liga Profesional","2023","5/29/2023","23:00","","Huracan","Union de Santa Fe","0","1","-1","2.06","3.2","4.26"
"Argentina","Liga Profesional","2023","5/30/2023","0:00","","Instituto","Estudiantes L.P.","0","0","0","3.48","2.91","2.48"
"Argentina","Liga Profesional","2023","5/30/2023","1:30","","Velez Sarsfield","River Plate","2","2","0","4.98","3.62","1.79"
"Argentina","Liga Profesional","2023","6/2/2023","0:00","","Sarmiento Junin","Newells Old Boys","0","0","0","2.83","2.76","3.16"
"Argentina","Liga Profesional","2023","6/2/2023","1:30","","Arsenal Sarandi","Boca Juniors","1","0","1","6.32","3.25","1.75"
"Argentina","Liga Profesional","2023","6/2/2023","23:00","","Estudiantes L.P.","Barracas Central","5","2","1","1.52","4.12","7.29"
"Argentina","Liga Profesional","2023","6/3/2023","1:30","","Argentinos Jrs","Platense","1","0","1","1.67","3.62","6.25"
"Argentina","Liga Profesional","2023","6/3/2023","1:30","","Tigre","Talleres Cordoba","1","3","-1","3.55","3.17","2.29"
"Argentina","Liga Profesional","2023","6/3/2023","18:00","","Belgrano","Velez Sarsfield","2","0","1","2.56","2.84","3.45"
"Argentina","Liga Profesional","2023","6/3/2023","23:00","","Central Cordoba","Huracan","2","0","1","2.46","3.11","3.29"
"Argentina","Liga Profesional","2023","6/3/2023","23:00","","Rosario Central","Instituto","4","1","1","2.42","3.06","3.63"
"Argentina","Liga Profesional","2023","6/4/2023","1:30","","Racing Club","Banfield","2","0","1","2.04","3.23","4.25"
"Argentina","Liga Profesional","2023","6/4/2023","15:00","","Union de Santa Fe","Gimnasia L.P.","2","0","1","2.28","3.21","3.53"
"Argentina","Liga Profesional","2023","6/4/2023","18:00","","San Lorenzo","Colon Santa Fe","0","0","0","1.8","3.31","5.58"
"Argentina","Liga Profesional","2023","6/4/2023","21:00","","Godoy Cruz","Independiente","2","1","1","2.18","3.12","3.92"
"Argentina","Liga Profesional","2023","6/5/2023","1:30","","Lanus","Atl. Tucuman","2","1","1","1.84","3.33","5.2"
"Argentina","Liga Profesional","2023","6/9/2023","19:30","","Barracas Central","Rosario Central","0","0","0","2.78","3.15","2.82"
"Argentina","Liga Profesional","2023","6/10/2023","0:00","","Independiente","Sarmiento Junin","2","0","1","2.15","3.05","4.17"
"Argentina","Liga Profesional","2023","6/10/2023","23:00","","Platense","Tigre","1","0","1","2.83","2.96","2.94"
"Argentina","Liga Profesional","2023","6/11/2023","0:00","","Boca Juniors","Lanus","1","1","0","2.71","2.85","3.19"
"Argentina","Liga Profesional","2023","6/11/2023","1:30","","Talleres Cordoba","Arsenal Sarandi","1","0","1","1.32","5.27","11.08"
"Argentina","Liga Profesional","2023","6/12/2023","18:00","","Newells Old Boys","Union de Santa Fe","1","1","0","1.8","3.35","5.53"
"Argentina","Liga Profesional","2023","6/12/2023","21:00","","San Lorenzo","Central Cordoba","0","0","0","1.72","3.31","6.45"
"Argentina","Liga Profesional","2023","6/12/2023","23:15","","Banfield","River Plate","1","4","-1","4.75","3.66","1.81"
"Argentina","Liga Profesional","2023","6/13/2023","1:45","","Instituto","Racing Club","1","1","0","2.23","3.06","3.87"
"Argentina","Liga Profesional","2023","6/13/2023","1:45","","Velez Sarsfield","Argentinos Jrs","0","1","-1","2.85","2.89","2.97"
"Argentina","Liga Profesional","2023","6/13/2023","22:00","","Colon Santa Fe","Estudiantes L.P.","1","0","1","3.68","3.14","2.26"
"Argentina","Liga Profesional","2023","6/13/2023","22:00","","Defensa y Justicia","Belgrano","2","0","1","1.76","3.57","5.3"
"Argentina","Liga Profesional","2023","6/14/2023","0:30","","Atl. Tucuman","Godoy Cruz","2","1","1","2.28","3.08","3.69"
"Argentina","Liga Profesional","2023","6/14/2023","0:30","","Gimnasia L.P.","Huracan","1","0","1","2.99","2.79","2.94"
"Argentina","Liga Profesional","2023","6/17/2023","19:30","","Union de Santa Fe","Lanus","1","1","0","2.73","3.07","2.94"
"Argentina","Liga Profesional","2023","6/17/2023","22:00","","Racing Club","Velez Sarsfield","2","1","1","2.26","3.04","3.82"
"Argentina","Liga Profesional","2023","6/18/2023","1:00","","River Plate","Defensa y Justicia","1","0","1","1.47","4.74","6.73"
"Argentina","Liga Profesional","2023","6/21/2023","23:00","","Estudiantes L.P.","San Lorenzo","1","1","0","2.23","2.88","4.18"
"Argentina","Liga Profesional","2023","6/22/2023","1:30","","Central Cordoba","Gimnasia L.P.","0","0","0","2.21","3.11","3.86"
"Argentina","Liga Profesional","2023","6/22/2023","21:00","","Tigre","Velez Sarsfield","2","1","1","2.63","2.94","3.23"
"Argentina","Liga Profesional","2023","6/22/2023","22:00","","Racing Club","Barracas Central","1","1","0","1.85","3.47","4.84"
"Argentina","Liga Profesional","2023","6/22/2023","23:45","","River Plate","Instituto","3","1","1","1.26","5.87","12.73"
"Argentina","Liga Profesional","2023","6/23/2023","1:45","","Godoy Cruz","Boca Juniors","4","0","1","2.78","2.78","3.19"
"Argentina","Liga Profesional","2023","6/23/2023","23:00","","Huracan","Newells Old Boys","1","1","0","2.78","2.73","3.26"
"Argentina","Liga Profesional","2023","6/24/2023","1:30","","Argentinos Jrs","Defensa y Justicia","3","1","1","1.7","3.68","5.7"
"Argentina","Liga Profesional","2023","6/24/2023","21:00","","Union de Santa Fe","Independiente","3","0","1","2.43","2.99","3.47"
"Argentina","Liga Profesional","2023","6/25/2023","0:00","","Lanus","Talleres Cordoba","2","1","1","2.99","2.8","2.82"
"Argentina","Liga Profesional","2023","6/25/2023","19:30","","Arsenal Sarandi","Platense","0","2","-1","3.23","2.77","2.76"
"Argentina","Liga Profesional","2023","6/25/2023","23:00","","Rosario Central","Colon Santa Fe","1","1","0","2","3.39","4.18"
"Argentina","Liga Profesional","2023","6/26/2023","0:30","","Sarmiento Junin","Atl. Tucuman","4","1","1","2.61","2.97","3.19"
"Argentina","Liga Profesional","2023","6/27/2023","0:00","","Belgrano","Banfield","3","1","1","2.41","3.05","3.45"
"Argentina","Liga Profesional","2023","6/30/2023","23:00","","Platense","Lanus","0","1","-1","3.2","2.7","2.86"
"Argentina","Liga Profesional","2023","7/1/2023","1:30","","Atl. Tucuman","Union de Santa Fe","1","0","1","2.25","3.14","3.7"
"Argentina","Liga Profesional","2023","7/1/2023","1:30","","Velez Sarsfield","Arsenal Sarandi","1","0","1","1.89","3.13","5.32"
"Argentina","Liga Profesional","2023","7/1/2023","19:00","","Barracas Central","River Plate","2","1","1","5.28","3.71","1.73"
"Argentina","Liga Profesional","2023","7/1/2023","21:30","","San Lorenzo","Rosario Central","1","0","1","1.81","3.27","5.58"
"Argentina","Liga Profesional","2023","7/1/2023","23:00","","Estudiantes L.P.","Central Cordoba","1","1","0","1.6","3.9","6.48"
"Argentina","Liga Profesional","2023","7/2/2023","1:30","","Talleres Cordoba","Godoy Cruz","1","1","0","1.86","3.45","4.81"
"Argentina","Liga Profesional","2023","7/2/2023","19:00","","Independiente","Huracan","1","0","1","2.58","2.82","3.44"
"Argentina","Liga Profesional","2023","7/2/2023","21:00","","Colon Santa Fe","Racing Club","0","4","-1","2.72","3.06","2.96"
"Argentina","Liga Profesional","2023","7/2/2023","23:00","","Instituto","Belgrano","1","0","1","2.42","2.94","3.58"
"Argentina","Liga Profesional","2023","7/2/2023","23:30","","Banfield","Argentinos Jrs","1","0","1","3.54","2.89","2.48"
"Argentina","Liga Profesional","2023","7/2/2023","23:30","","Defensa y Justicia","Tigre","1","0","1","2.16","3.25","3.79"
"Argentina","Liga Profesional","2023","7/3/2023","1:30","","Boca Juniors","Sarmiento Junin","2","0","1","1.76","3.34","5.86"
"Argentina","Liga Profesional","2023","7/4/2023","0:00","","Newells Old Boys","Gimnasia L.P.","2","2","0","1.85","3.21","5.45"
"Argentina","Liga Profesional","2023","7/5/2023","0:00","","Lanus","Velez Sarsfield","0","1","-1","2.15","3.07","4.13"
"Argentina","Liga Profesional","2023","7/5/2023","19:30","","Godoy Cruz","Platense","2","1","1","1.9","3.2","5.06"
"Argentina","Liga Profesional","2023","7/5/2023","21:00","","Tigre","Banfield","1","2","-1","2.76","3.1","2.88"
"Argentina","Liga Profesional","2023","7/5/2023","22:00","","Rosario Central","Estudiantes L.P.","0","0","0","2.95","2.93","2.5"
"Argentina","Liga Profesional","2023","7/5/2023","23:30","","Racing Club","San Lorenzo","1","1","0","2.81","2.74","3.2"
"Argentina","Liga Profesional","2023","7/6/2023","1:30","","River Plate","Colon Santa Fe","2","0","1","1.23","6.7","11.9"
"Argentina","Liga Profesional","2023","7/6/2023","18:00","","Arsenal Sarandi","Defensa y Justicia","1","2","-1","3.5","3.16","2.32"
"Argentina","Liga Profesional","2023","7/6/2023","21:00","","Union de Santa Fe","Boca Juniors","0","0","0","3.01","2.84","2.87"
"Argentina","Liga Profesional","2023","7/6/2023","23:00","","Argentinos Jrs","Instituto","0","0","0","1.71","3.57","5.8"
"Argentina","Liga Profesional","2023","7/6/2023","23:00","","Sarmiento Junin","Talleres Cordoba","0","1","-1","3.66","3.34","2.17"
"Argentina","Liga Profesional","2023","7/7/2023","1:30","","Belgrano","Barracas Central","0","2","-1","1.93","3.16","4.96"
"Argentina","Liga Profesional","2023","7/7/2023","1:30","","Huracan","Atl. Tucuman","0","1","-1","2.23","3.01","3.96"
"Argentina","Liga Profesional","2023","7/7/2023","23:00","","Gimnasia L.P.","Independiente","1","1","0","2.9","2.83","2.99"
"Argentina","Liga Profesional","2023","7/8/2023","1:30","","Central Cordoba","Newells Old Boys","2","0","1","2.5","2.78","3.67"
"Argentina","Liga Profesional","2023","7/8/2023","22:00","","Estudiantes L.P.","Racing Club","0","0","0","1.88","3.41","4.8"
"Argentina","Liga Profesional","2023","7/9/2023","0:30","","San Lorenzo","River Plate","0","0","0","4.27","3.21","2.05"
"Argentina","Liga Profesional","2023","7/9/2023","19:30","","Instituto","Tigre","0","1","-1","2.23","3.07","3.84"
"Argentina","Liga Profesional","2023","7/9/2023","19:30","","Platense","Sarmiento Junin","1","0","1","2.23","2.89","4.19"
"Argentina","Liga Profesional","2023","7/9/2023","22:00","","Velez Sarsfield","Godoy Cruz","1","1","0","2.3","3.01","3.75"
"Argentina","Liga Profesional","2023","7/10/2023","0:30","","Banfield","Arsenal Sarandi","0","0","0","1.83","3.18","5.75"
"Argentina","Liga Profesional","2023","7/10/2023","0:30","","Defensa y Justicia","Lanus","2","2","0","2.43","3.21","3.24"
"Argentina","Liga Profesional","2023","7/10/2023","18:00","","Barracas Central","Argentinos Jrs","0","0","0","4.17","3.28","2.04"
"Argentina","Liga Profesional","2023","7/10/2023","20:30","","Colon Santa Fe","Belgrano","0","0","0","2.26","3","3.89"
"Argentina","Liga Profesional","2023","7/10/2023","23:30","","Boca Juniors","Huracan","1","0","1","1.98","2.94","5.23"
"Argentina","Liga Profesional","2023","7/11/2023","1:30","","Talleres Cordoba","Union de Santa Fe","0","0","0","1.66","3.81","5.86"
"Argentina","Liga Profesional","2023","7/11/2023","22:45","","Rosario Central","Central Cordoba","2","0","1","2.02","3.31","4.23"
"Argentina","Liga Profesional","2023","7/12/2023","0:00","","Independiente","Newells Old Boys","0","2","-1","2.54","2.76","3.61"
"Argentina","Liga Profesional","2023","7/12/2023","1:30","","Atl. Tucuman","Gimnasia L.P.","2","0","1","1.99","3.26","4.42"
"Argentina","Liga Profesional","2023","7/14/2023","23:00","","Godoy Cruz","Defensa y Justicia","2","2","0","2.1","3.23","4.02"
"Argentina","Liga Profesional","2023","7/14/2023","23:00","","Sarmiento Junin","Velez Sarsfield","1","1","0","2.98","2.72","3.03"
"Argentina","Liga Profesional","2023","7/15/2023","1:30","","Huracan","Talleres Cordoba","0","1","-1","2.9","3.07","2.77"
"Argentina","Liga Profesional","2023","7/15/2023","18:00","","Union de Santa Fe","Platense","0","0","0","2.3","2.89","3.95"
"Argentina","Liga Profesional","2023","7/15/2023","20:00","","Racing Club","Rosario Central","1","1","0","2.34","3.16","3.45"
"Argentina","Liga Profesional","2023","7/15/2023","23:00","","River Plate","Estudiantes L.P.","3","1","1","1.41","4.51","9.15"
"Argentina","Liga Profesional","2023","7/16/2023","18:00","","Belgrano","San Lorenzo","0","1","-1","2.21","2.78","4.49"
"Argentina","Liga Profesional","2023","7/16/2023","20:30","","Gimnasia L.P.","Boca Juniors","1","3","-1","3.85","3.12","2.2"
"Argentina","Liga Profesional","2023","7/16/2023","23:00","","Lanus","Banfield","2","2","0","2.25","3.06","3.82"
"Argentina","Liga Profesional","2023","7/17/2023","1:30","","Argentinos Jrs","Colon Santa Fe","1","0","1","1.83","3.4","5.17"
"Argentina","Liga Profesional","2023","7/17/2023","1:30","","Central Cordoba","Independiente","0","1","-1","2.52","2.97","3.35"
"Argentina","Liga Profesional","2023","7/17/2023","22:00","","Arsenal Sarandi","Instituto","0","2","-1","3.22","2.8","2.74"
"Argentina","Liga Profesional","2023","7/17/2023","22:00","","Tigre","Barracas Central","0","1","-1","2.31","3","3.75"
"Argentina","Liga Profesional","2023","7/18/2023","0:30","","Newells Old Boys","Atl. Tucuman","0","0","0","2.08","2.99","4.56"
"Argentina","Liga Profesional","2023","7/22/2023","19:30","","San Lorenzo","Argentinos Jrs","0","2","-1","2.95","2.62","3.21"
"Argentina","Liga Profesional","2023","7/22/2023","22:00","","Estudiantes L.P.","Belgrano","4","0","1","1.81","3.32","5.42"
"Argentina","Liga Profesional","2023","7/23/2023","0:30","","Platense","Huracan","0","1","-1","2.5","2.57","3.76"
"Argentina","Liga Profesional","2023","7/23/2023","20:30","","Atl. Tucuman","Independiente","1","0","1","2.57","2.86","3.4"
"Argentina","Liga Profesional","2023","7/23/2023","22:45","","Defensa y Justicia","Sarmiento Junin","3","0","1","1.81","3.57","4.96"
"Argentina","Liga Profesional","2023","7/24/2023","1:00","","Rosario Central","River Plate","3","3","0","3.15","3.11","2.54"
"Argentina","Liga Profesional","2023","7/24/2023","20:30","","Talleres Cordoba","Gimnasia L.P.","2","2","0","1.43","4.41","8.98"
"Argentina","Liga Profesional","2023","7/24/2023","20:30","","Velez Sarsfield","Union de Santa Fe","0","0","0","2.12","2.98","4.39"
"Argentina","Liga Profesional","2023","7/24/2023","22:30","","Banfield","Godoy Cruz","2","0","1","1.74","3.46","5.79"
"Argentina","Liga Profesional","2023","7/24/2023","23:30","","Racing Club","Central Cordoba","3","1","1","1.91","3.29","4.83"
"Argentina","Liga Profesional","2023","7/25/2023","0:45","","Boca Juniors","Newells Old Boys","2","1","1","2.58","2.64","3.76"
"Argentina","Liga Profesional","2023","7/25/2023","19:30","","Barracas Central","Arsenal Sarandi","0","0","0","1.89","3.22","5.08"
"Argentina","Liga Profesional","2023","7/25/2023","22:00","","Colon Santa Fe","Tigre","1","3","-1","2.26","3.15","3.73"
"Argentina","Liga Profesional","2023","7/26/2023","0:30","","Instituto","Lanus","2","1","1","3.02","2.83","2.87"
"Argentina","Liga Profesional","2023","7/28/2023","20:30","","Argentinos Jrs","Estudiantes L.P.","2","3","-1","2.77","2.94","3.01"
"Argentina","Liga Profesional","2023","7/28/2023","20:30","","Union de Santa Fe","Defensa y Justicia","2","0","1","1.81","3.56","4.97"
"Argentina","Liga Profesional","2023","7/28/2023","23:00","","Belgrano","Rosario Central","0","0","0","2.46","2.86","3.61"
"Argentina","Liga Profesional","2023","7/28/2023","23:00","","Newells Old Boys","Talleres Cordoba","1","1","0","3.34","2.96","2.52"
"Argentina","Liga Profesional","2023","7/29/2023","1:30","","River Plate","Racing Club","2","1","1","1.55","4.4","6.08"
"Argentina","Liga Profesional","2023","7/29/2023","18:30","","Central Cordoba","Atl. Tucuman","0","2","-1","2.64","3.03","3.08"
"Argentina","Liga Profesional","2023","7/29/2023","19:00","","Sarmiento Junin","Banfield","0","0","0","3.27","2.85","2.66"
"Argentina","Liga Profesional","2023","7/29/2023","21:00","","Independiente","Boca Juniors","0","2","-1","2.99","2.67","3.1"
"Argentina","Liga Profesional","2023","7/30/2023","0:00","","Tigre","San Lorenzo","2","0","1","1.96","3.03","5.15"
"Argentina","Liga Profesional","2023","7/30/2023","19:00","","Arsenal Sarandi","Colon Santa Fe","2","0","1","2.96","2.9","2.85"
"Argentina","Liga Profesional","2023","7/30/2023","19:00","","Lanus","Barracas Central","2","0","1","1.97","3.15","4.78"
"Argentina","Liga Profesional","2023","7/30/2023","21:30","","Gimnasia L.P.","Platense","1","1","0","2.33","2.9","3.84"
"Argentina","Liga Profesional","2023","7/30/2023","21:30","","Huracan","Velez Sarsfield","1","0","1","2.63","2.73","3.5"
"Argentina","Liga Profesional","2023","7/31/2023","0:00","","Godoy Cruz","Instituto","4","2","1","2.57","3.02","3.2"
"Argentina","Copa De La Liga Profesional","2023","8/17/2023","23:30","","Belgrano","Estudiantes L.P.","2","1","1","3.76","2.81","2.43"
"Argentina","Copa De La Liga Profesional","2023","8/18/2023","23:00","","Union de Santa Fe","Racing Club","1","1","0","1.97","3.17","4.71"
"Argentina","Copa De La Liga Profesional","2023","8/19/2023","1:00","","Boca Juniors","Platense","3","1","1","1.75","3.26","6.35"
"Argentina","Copa De La Liga Profesional","2023","8/19/2023","20:30","","Independiente","Colon Santa Fe","0","1","-1","1.92","3.21","4.93"
"Argentina","Copa De La Liga Profesional","2023","8/19/2023","23:00","","Gimnasia L.P.","Talleres Cordoba","0","3","-1","2.82","3.16","2.76"
"Argentina","Copa De La Liga Profesional","2023","8/20/2023","1:00","","Velez Sarsfield","Barracas Central","1","0","1","1.91","3.15","5.14"
"Argentina","Copa De La Liga Profesional","2023","8/20/2023","18:00","","Arsenal Sarandi","Instituto","0","1","-1","3.36","2.73","2.71"
"Argentina","Copa De La Liga Profesional","2023","8/20/2023","20:00","","Sarmiento Junin","Tigre","2","0","1","2.78","2.77","3.2"
"Argentina","Copa De La Liga Profesional","2023","8/20/2023","20:15","","Rosario Central","Atl. Tucuman","0","0","0","1.99","3.37","4.26"
"Argentina","Copa De La Liga Profesional","2023","8/20/2023","22:30","","Lanus","San Lorenzo","0","1","-1","2.65","2.7","3.52"
"Argentina","Copa De La Liga Profesional","2023","8/21/2023","1:00","","Argentinos Jrs","River Plate","3","2","1","3.5","3.19","2.3"
"Argentina","Copa De La Liga Profesional","2023","8/21/2023","22:00","","Huracan","Banfield","2","0","1","2.4","2.86","3.74"
"Argentina","Copa De La Liga Profesional","2023","8/22/2023","0:30","","Newells Old Boys","Central Cordoba","2","0","1","1.6","3.65","7.29"
"Argentina","Copa De La Liga Profesional","2023","8/25/2023","23:00","","Arsenal Sarandi","Argentinos Jrs","3","2","1","5.85","3.46","1.74"
"Argentina","Copa De La Liga Profesional","2023","8/26/2023","1:30","","Colon Santa Fe","Gimnasia L.P.","2","0","1","1.95","3.45","4.3"
"Argentina","Copa De La Liga Profesional","2023","8/26/2023","18:30","","San Lorenzo","Belgrano","2","2","0","2.02","2.86","5.25"
"Argentina","Copa De La Liga Profesional","2023","8/26/2023","20:30","","Estudiantes L.P.","Union de Santa Fe","1","3","-1","2.27","3.04","3.77"
"Argentina","Copa De La Liga Profesional","2023","8/26/2023","23:00","","Newells Old Boys","Lanus","1","0","1","2.09","3.01","4.48"
"Argentina","Copa De La Liga Profesional","2023","8/26/2023","23:00","","Talleres Cordoba","Huracan","2","1","1","1.94","3.23","4.73"
"Argentina","Copa De La Liga Profesional","2023","8/27/2023","1:30","","Tigre","Racing Club","1","2","-1","1.66","3.82","5.82"
"Argentina","Copa De La Liga Profesional","2023","8/27/2023","18:30","","Godoy Cruz","Central Cordoba","1","0","1","1.85","3.44","4.87"
"Argentina","Copa De La Liga Profesional","2023","8/27/2023","18:30","","Platense","Defensa y Justicia","0","0","0","2.08","3.11","4.32"
"Argentina","Copa De La Liga Profesional","2023","8/27/2023","21:00","","Sarmiento Junin","Boca Juniors","1","0","1","3.42","2.92","2.51"
"Argentina","Copa De La Liga Profesional","2023","8/27/2023","23:00","","Independiente","Velez Sarsfield","2","1","1","2.79","2.72","3.26"
"Argentina","Copa De La Liga Profesional","2023","8/28/2023","1:00","","River Plate","Barracas Central","5","1","1","1.29","5.7","11.19"
"Argentina","Copa De La Liga Profesional","2023","8/29/2023","0:00","","Banfield","Rosario Central","3","0","1","2.24","3.02","3.92"
"Argentina","Copa De La Liga Profesional","2023","8/29/2023","1:30","","Atl. Tucuman","Instituto","0","0","0","2.22","3.03","3.95"
"Argentina","Copa De La Liga Profesional","2023","9/2/2023","1:00","","Central Cordoba","Platense","3","2","1","3.03","2.69","3.02"
"Argentina","Copa De La Liga Profesional","2023","9/2/2023","19:00","","Gimnasia L.P.","Independiente","1","2","-1","3.03","2.89","2.81"
"Argentina","Copa De La Liga Profesional","2023","9/2/2023","20:30","","Lanus","Godoy Cruz","2","2","0","2.06","3.15","4.32"
"Argentina","Copa De La Liga Profesional","2023","9/2/2023","23:00","","Belgrano","Newells Old Boys","1","1","0","2.85","2.67","3.25"
"Argentina","Copa De La Liga Profesional","2023","9/2/2023","23:00","","Huracan","Colon Santa Fe","2","1","1","2.12","2.93","4.54"
"Argentina","Copa De La Liga Profesional","2023","9/3/2023","1:30","","Velez Sarsfield","River Plate","2","0","1","4.35","3.41","1.95"
"Argentina","Copa De La Liga Profesional","2023","9/3/2023","18:00","","Defensa y Justicia","Sarmiento Junin","1","1","0","2.41","3.13","3.35"
"Argentina","Copa De La Liga Profesional","2023","9/3/2023","18:00","","Instituto","Banfield","0","1","-1","2.45","2.74","3.85"
"Argentina","Copa De La Liga Profesional","2023","9/3/2023","20:15","","Argentinos Jrs","Atl. Tucuman","2","2","0","1.75","3.46","5.63"
"Argentina","Copa De La Liga Profesional","2023","9/3/2023","20:15","","Rosario Central","Talleres Cordoba","2","0","1","3.38","3.18","2.36"
"Argentina","Copa De La Liga Profesional","2023","9/3/2023","22:30","","Boca Juniors","Tigre","0","1","-1","2.11","3.13","4.15"
"Argentina","Copa De La Liga Profesional","2023","9/4/2023","0:30","","Racing Club","Estudiantes L.P.","2","1","1","2.62","3.02","3.13"
"Argentina","Copa De La Liga Profesional","2023","9/4/2023","22:00","","Barracas Central","Arsenal Sarandi","2","1","1","2.29","2.96","3.87"
"Argentina","Copa De La Liga Profesional","2023","9/5/2023","0:00","","Union de Santa Fe","San Lorenzo","1","1","0","2.6","2.79","3.45"
"Argentina","Copa De La Liga Profesional","2023","9/12/2023","0:00","","Defensa y Justicia","Godoy Cruz","2","2","0","2.48","3.19","3.16"
"Argentina","Copa De La Liga Profesional","2023","9/13/2023","22:00","","Gimnasia L.P.","Velez Sarsfield","2","1","1","3.16","2.92","2.68"
"Argentina","Copa De La Liga Profesional","2023","9/14/2023","0:00","","Sarmiento Junin","Central Cordoba","0","1","-1","2.08","3.06","4.41"
"Argentina","Copa De La Liga Profesional","2023","9/14/2023","23:00","","Platense","Lanus","2","1","1","3.11","2.72","2.91"
"Argentina","Copa De La Liga Profesional","2023","9/15/2023","1:00","","Independiente","Huracan","1","0","1","2.39","2.76","3.96"
"Argentina","Copa De La Liga Profesional","2023","9/15/2023","21:00","","Tigre","Estudiantes L.P.","0","0","0","2.42","3.11","3.36"
"Argentina","Copa De La Liga Profesional","2023","9/15/2023","22:45","","Defensa y Justicia","Boca Juniors","1","0","1","2.96","3.2","2.61"
"Argentina","Copa De La Liga Profesional","2023","9/16/2023","1:00","","Banfield","Argentinos Jrs","0","1","-1","3.68","2.98","2.35"
"Argentina","Copa De La Liga Profesional","2023","9/16/2023","1:00","","Colon Santa Fe","Rosario Central","2","1","1","2.44","3.2","3.23"
"Argentina","Copa De La Liga Profesional","2023","9/16/2023","19:00","","Newells Old Boys","Union de Santa Fe","1","1","0","2.29","2.92","3.93"
"Argentina","Copa De La Liga Profesional","2023","9/16/2023","21:00","","San Lorenzo","Racing Club","1","1","0","2.47","2.91","3.51"
"Argentina","Copa De La Liga Profesional","2023","9/16/2023","23:00","","Atl. Tucuman","Barracas Central","1","0","1","1.97","3.18","4.67"
"Argentina","Copa De La Liga Profesional","2023","9/17/2023","1:00","","Talleres Cordoba","Instituto","0","0","0","2.13","3.08","4.15"
"Argentina","Copa De La Liga Profesional","2023","9/17/2023","21:00","","Godoy Cruz","Belgrano","0","0","0","2.08","3.01","4.51"
"Argentina","Copa De La Liga Profesional","2023","9/17/2023","23:30","","River Plate","Arsenal Sarandi","3","1","1","1.23","6.24","13.73"
"Argentina","Copa De La Liga Profesional","2023","9/19/2023","0:00","","Lanus","Sarmiento Junin","0","0","0","1.75","3.44","5.74"
"Argentina","Copa De La Liga Profesional","2023","9/19/2023","22:45","","Central Cordoba","Boca Juniors","0","3","-1","3.57","3.12","2.31"
"Argentina","Copa De La Liga Profesional","2023","9/20/2023","1:00","","Huracan","Gimnasia L.P.","2","0","1","1.9","3.1","5.38"
"Argentina","Copa De La Liga Profesional","2023","9/20/2023","1:00","","Rosario Central","Independiente","1","1","0","2.78","3.02","2.93"
"Argentina","Copa De La Liga Profesional","2023","9/20/2023","20:00","","Barracas Central","Banfield","1","0","1","3.41","2.8","2.61"
"Argentina","Copa De La Liga Profesional","2023","9/20/2023","20:00","","Defensa y Justicia","Tigre","2","0","1","2.67","3.03","3.04"
"Argentina","Copa De La Liga Profesional","2023","9/20/2023","22:30","","Estudiantes L.P.","San Lorenzo","0","0","0","2.29","2.85","4.05"
"Argentina","Copa De La Liga Profesional","2023","9/20/2023","22:30","","Velez Sarsfield","Arsenal Sarandi","2","1","1","1.74","3.4","6"
"Argentina","Copa De La Liga Profesional","2023","9/21/2023","1:00","","Instituto","Colon Santa Fe","3","1","1","2.18","3","4.13"
"Argentina","Copa De La Liga Profesional","2023","9/21/2023","1:00","","Racing Club","Newells Old Boys","2","1","1","2.35","3.13","3.47"
"Argentina","Copa De La Liga Profesional","2023","9/21/2023","21:00","","Belgrano","Platense","3","0","1","2.28","2.76","4.28"
"Argentina","Copa De La Liga Profesional","2023","9/21/2023","22:30","","Union de Santa Fe","Godoy Cruz","0","0","0","2.31","3","3.75"
"Argentina","Copa De La Liga Profesional","2023","9/21/2023","23:15","","Argentinos Jrs","Talleres Cordoba","3","1","1","1.91","3.51","4.43"
"Argentina","Copa De La Liga Profesional","2023","9/22/2023","1:00","","River Plate","Atl. Tucuman","1","0","1","1.45","4.62","7.56"
